Entity,Code,Year,Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh
Africa,,1971,0.164000004529953,0,0,26.013391494750977
Africa,,1972,0.16500000655651093,0,0,29.633195877075195
Africa,,1973,0.17000000178813934,0,0,31.345706939697266
Africa,,1974,0.17499999701976776,0,0,35.667076110839844
Africa,,1975,0.1720000058412552,0,0,37.71796798706055
Africa,,1976,0.1850000023841858,0,0,41.79763412475586
Africa,,1977,0.1889999955892563,0,0,45.928768157958984
Africa,,1978,0.19499999284744263,0,0,46.30693817138672
Africa,,1979,0.20100000500679016,0,0,49.56523132324219
Africa,,1980,0.2070000022649765,0,0,48.31178665161133
Africa,,1981,0.21799999475479126,0,0,50.19290542602539
Africa,,1982,0.23600000143051147,0,0,50.20623779296875
Africa,,1983,0.23000000417232513,0,0,45.247161865234375
Africa,,1984,0.23399999737739563,0,0,44.48997497558594
Africa,,1985,0.26899999380111694,0,0,49.449684143066406
Africa,,1986,0.6589999794960022,0,0,51.14537048339844
Africa,,1987,0.6579999923706055,0,0,49.056461334228516
Africa,,1988,0.6259999871253967,0,0,53.59345626831055
Africa,,1989,0.6169999837875366,0,0,56.276214599609375
Africa,,1990,0.7960000038146973,0,0,57.254661560058594
Africa,,1991,0.8119999766349792,0,0,60.6514892578125
Africa,,1992,0.8422499895095825,0,0,57.86029052734375
Africa,,1993,0.9376999735832214,0,0.0020000000949949026,56.6825065612793
Africa,,1994,0.8349999785423279,0,0.005400000140070915,57.596046447753906
Africa,,1995,1.0187000036239624,0,0.006300000008195639,59.76887893676758
Africa,,1996,1.258092999458313,0,0.0071000000461936,62.31645965576172
Africa,,1997,1.3866404294967651,0,0.007199999876320362,63.85249710083008
Africa,,1998,1.7125492095947266,0,0.007600000128149986,66.6548843383789
Africa,,1999,1.696124792098999,0,0.01979999989271164,70.68426513671875
Africa,,2000,2.2690632343292236,0.011940999887883663,0.17550000548362732,75.25581359863281
Africa,,2001,2.335352659225464,0.014960000291466713,0.41558000445365906,80.8691177368164
Africa,,2002,2.286400079727173,0.016799714416265488,0.44358402490615845,85.0264663696289
Africa,,2003,2.6224000453948975,0.020059294998645782,0.5355989933013916,82.57460021972656
Africa,,2004,2.9788496494293213,0.024566879495978355,0.7682805061340332,87.21947479248047
Africa,,2005,3.009669303894043,0.0293834637850523,0.7803820967674255,88.83773803710938
Africa,,2006,3.770404815673828,0.037912048399448395,0.852565586566925,92.04934692382812
Africa,,2007,3.1420483589172363,0.05047936365008354,1.0162233114242554,95.19856262207031
Africa,,2008,3.2673957347869873,0.0726538896560669,1.31177818775177,96.96720886230469
Africa,,2009,3.5627222061157227,0.0958215519785881,1.5892308950424194,99.56114196777344
Africa,,2010,3.7645530700683594,0.21605174243450165,2.2845823764801025,107.69847869873047
Africa,,2011,3.8587684631347656,0.6020892858505249,2.3865039348602295,110.7505111694336
Africa,,2012,4.0424065589904785,0.9926591515541077,2.5156302452087402,111.2269287109375
Africa,,2013,4.433248996734619,0.787520170211792,3.593447208404541,117.65245056152344
Africa,,2014,5.462047100067139,1.904150128364563,5.060072898864746,124.08204650878906
Africa,,2015,7.169681549072266,3.258606433868408,8.910686492919922,120.41480255126953
Africa,,2016,7.231852054595947,5.384091377258301,11.176370620727539,117.42635345458984
Africa,,2017,7.626035690307617,7.773414611816406,12.457453727722168,126.34168243408203
Africa,,2018,8.172670364379883,10.053543090820312,14.769322395324707,134.60006713867188
Africa,,2019,8.26296615600586,12.894289016723633,19.331632614135742,139.41761779785156
Africa,,2020,8.066415786743164,16.058805465698242,21.30289649963379,146.37307739257812
Africa,,2021,8.02631664276123,16.515235900878906,24.415969848632812,153.418701171875
Africa,,1965,,,0,13.905635833740234
Africa,,1966,,,0,15.510004043579102
Africa,,1967,,,0,16.190637588500977
Africa,,1968,,,0,18.93834114074707
Africa,,1969,,,0,22.10089111328125
Africa,,1970,,,0,27.630430221557617
Africa (BP),,1971,0.164000004529953,0,0,26.013391494750977
Africa (BP),,1972,0.16500000655651093,0,0,29.633195877075195
Africa (BP),,1973,0.17000000178813934,0,0,31.345706939697266
Africa (BP),,1974,0.17499999701976776,0,0,35.667076110839844
Africa (BP),,1975,0.1720000058412552,0,0,37.71797180175781
Africa (BP),,1976,0.1850000023841858,0,0,41.79763412475586
Africa (BP),,1977,0.1889999955892563,0,0,45.928768157958984
